slug,character,unicodeName,codePoint,group,subGroup,variants
e0-6-fountain,⛲,E0.6 fountain,26F2,travel-places,place-other,
e0-6-tent,⛺,E0.6 tent,26FA,travel-places,place-other,
e0-6-foggy,🌁,E0.6 foggy,1F301,travel-places,place-other,
e0-6-night-with-stars,🌃,E0.6 night with stars,1F303,travel-places,place-other,
e0-7-cityscape,🏙️,E0.7 cityscape,1F3D9 FE0F,travel-places,place-other,
e0-6-sunrise-over-mountains,🌄,E0.6 sunrise over mountains,1F304,travel-places,place-other,
e0-6-sunrise,🌅,E0.6 sunrise,1F305,travel-places,place-other,
e0-6-cityscape-at-dusk,🌆,E0.6 cityscape at dusk,1F306,travel-places,place-other,
e0-6-sunset,🌇,E0.6 sunset,1F307,travel-places,place-other,
e0-6-bridge-at-night,🌉,E0.6 bridge at night,1F309,travel-places,place-other,
e0-6-hot-springs,♨️,E0.6 hot springs,2668 FE0F,travel-places,place-other,
e0-6-carousel-horse,🎠,E0.6 carousel horse,1F3A0,travel-places,place-other,
e14-0-playground-slide,🛝,E14.0 playground slide,1F6DD,travel-places,place-other,
e0-6-ferris-wheel,🎡,E0.6 ferris wheel,1F3A1,travel-places,place-other,
e0-6-roller-coaster,🎢,E0.6 roller coaster,1F3A2,travel-places,place-other,
e0-6-barber-pole,💈,E0.6 barber pole,1F488,travel-places,place-other,
e0-6-circus-tent,🎪,E0.6 circus tent,1F3AA,travel-places,place-other,
e1-0-locomotive,🚂,E1.0 locomotive,1F682,travel-places,transport-ground,
e0-6-railway-car,🚃,E0.6 railway car,1F683,travel-places,transport-ground,
e0-6-high-speed-train,🚄,E0.6 high-speed train,1F684,travel-places,transport-ground,
e0-6-bullet-train,🚅,E0.6 bullet train,1F685,travel-places,transport-ground,
e1-0-train,🚆,E1.0 train,1F686,travel-places,transport-ground,
e0-6-metro,🚇,E0.6 metro,1F687,travel-places,transport-ground,
e1-0-light-rail,🚈,E1.0 light rail,1F688,travel-places,transport-ground,
e0-6-station,🚉,E0.6 station,1F689,travel-places,transport-ground,
e1-0-tram,🚊,E1.0 tram,1F68A,travel-places,transport-ground,
e1-0-monorail,🚝,E1.0 monorail,1F69D,travel-places,transport-ground,
e1-0-mountain-railway,🚞,E1.0 mountain railway,1F69E,travel-places,transport-ground,
e1-0-tram-car,🚋,E1.0 tram car,1F68B,travel-places,transport-ground,
e0-6-bus,🚌,E0.6 bus,1F68C,travel-places,transport-ground,
e0-7-oncoming-bus,🚍,E0.7 oncoming bus,1F68D,travel-places,transport-ground,
e1-0-trolleybus,🚎,E1.0 trolleybus,1F68E,travel-places,transport-ground,
e1-0-minibus,🚐,E1.0 minibus,1F690,travel-places,transport-ground,
e0-6-ambulance,🚑,E0.6 ambulance,1F691,travel-places,transport-ground,
e0-6-fire-engine,🚒,E0.6 fire engine,1F692,travel-places,transport-ground,
e0-6-police-car,🚓,E0.6 police car,1F693,travel-places,transport-ground,
e0-7-oncoming-police-car,🚔,E0.7 oncoming police car,1F694,travel-places,transport-ground,
e0-6-taxi,🚕,E0.6 taxi,1F695,travel-places,transport-ground,
e1-0-oncoming-taxi,🚖,E1.0 oncoming taxi,1F696,travel-places,transport-ground,
e0-6-automobile,🚗,E0.6 automobile,1F697,travel-places,transport-ground,
e0-7-oncoming-automobile,🚘,E0.7 oncoming automobile,1F698,travel-places,transport-ground,
e0-6-sport-utility-vehicle,🚙,E0.6 sport utility vehicle,1F699,travel-places,transport-ground,
e13-0-pickup-truck,🛻,E13.0 pickup truck,1F6FB,travel-places,transport-ground,
e0-6-delivery-truck,🚚,E0.6 delivery truck,1F69A,travel-places,transport-ground,
e1-0-articulated-lorry,🚛,E1.0 articulated lorry,1F69B,travel-places,transport-ground,
e1-0-tractor,🚜,E1.0 tractor,1F69C,travel-places,transport-ground,
e0-7-racing-car,🏎️,E0.7 racing car,1F3CE FE0F,travel-places,transport-ground,
e0-7-motorcycle,🏍️,E0.7 motorcycle,1F3CD FE0F,travel-places,transport-ground,
e3-0-motor-scooter,🛵,E3.0 motor scooter,1F6F5,travel-places,transport-ground,
e12-0-manual-wheelchair,🦽,E12.0 manual wheelchair,1F9BD,travel-places,transport-ground,
e12-0-motorized-wheelchair,🦼,E12.0 motorized wheelchair,1F9BC,travel-places,transport-ground,
e12-0-auto-rickshaw,🛺,E12.0 auto rickshaw,1F6FA,travel-places,transport-ground,
e0-6-bicycle,🚲,E0.6 bicycle,1F6B2,travel-places,transport-ground,
e3-0-kick-scooter,🛴,E3.0 kick scooter,1F6F4,travel-places,transport-ground,
e11-0-skateboard,🛹,E11.0 skateboard,1F6F9,travel-places,transport-ground,
e13-0-roller-skate,🛼,E13.0 roller skate,1F6FC,travel-places,transport-ground,
e0-6-bus-stop,🚏,E0.6 bus stop,1F68F,travel-places,transport-ground,
e0-7-motorway,🛣️,E0.7 motorway,1F6E3 FE0F,travel-places,transport-ground,
e0-7-railway-track,🛤️,E0.7 railway track,1F6E4 FE0F,travel-places,transport-ground,
e0-7-oil-drum,🛢️,E0.7 oil drum,1F6E2 FE0F,travel-places,transport-ground,
e0-6-fuel-pump,⛽,E0.6 fuel pump,26FD,travel-places,transport-ground,
e14-0-wheel,🛞,E14.0 wheel,1F6DE,travel-places,transport-ground,
e0-6-police-car-light,🚨,E0.6 police car light,1F6A8,travel-places,transport-ground,
e0-6-horizontal-traffic-light,🚥,E0.6 horizontal traffic light,1F6A5,travel-places,transport-ground,
e1-0-vertical-traffic-light,🚦,E1.0 vertical traffic light,1F6A6,travel-places,transport-ground,
e3-0-stop-sign,🛑,E3.0 stop sign,1F6D1,travel-places,transport-ground,
e0-6-construction,🚧,E0.6 construction,1F6A7,travel-places,transport-ground,
e0-6-anchor,⚓,E0.6 anchor,2693,travel-places,transport-water,
e14-0-ring-buoy,🛟,E14.0 ring buoy,1F6DF,travel-places,transport-water,
e0-6-sailboat,⛵,E0.6 sailboat,26F5,travel-places,transport-water,
e3-0-canoe,🛶,E3.0 canoe,1F6F6,travel-places,transport-water,
e0-6-speedboat,🚤,E0.6 speedboat,1F6A4,travel-places,transport-water,
e0-7-passenger-ship,🛳️,E0.7 passenger ship,1F6F3 FE0F,travel-places,transport-water,
e0-7-ferry,⛴️,E0.7 ferry,26F4 FE0F,travel-places,transport-water,
e0-7-motor-boat,🛥️,E0.7 motor boat,1F6E5 FE0F,travel-places,transport-water,
e0-6-ship,🚢,E0.6 ship,1F6A2,travel-places,transport-water,
e0-6-airplane,✈️,E0.6 airplane,2708 FE0F,travel-places,transport-air,
e0-7-small-airplane,🛩️,E0.7 small airplane,1F6E9 FE0F,travel-places,transport-air,
e1-0-airplane-departure,🛫,E1.0 airplane departure,1F6EB,travel-places,transport-air,
e1-0-airplane-arrival,🛬,E1.0 airplane arrival,1F6EC,travel-places,transport-air,
e12-0-parachute,🪂,E12.0 parachute,1FA82,travel-places,transport-air,
e0-6-seat,💺,E0.6 seat,1F4BA,travel-places,transport-air,
e1-0-helicopter,🚁,E1.0 helicopter,1F681,travel-places,transport-air,
e1-0-suspension-railway,🚟,E1.0 suspension railway,1F69F,travel-places,transport-air,
e1-0-mountain-cableway,🚠,E1.0 mountain cableway,1F6A0,travel-places,transport-air,
e1-0-aerial-tramway,🚡,E1.0 aerial tramway,1F6A1,travel-places,transport-air,
e0-7-satellite,🛰️,E0.7 satellite,1F6F0 FE0F,travel-places,transport-air,
e0-6-rocket,🚀,E0.6 rocket,1F680,travel-places,transport-air,
e5-0-flying-saucer,🛸,E5.0 flying saucer,1F6F8,travel-places,transport-air,
e0-7-bellhop-bell,🛎️,E0.7 bellhop bell,1F6CE FE0F,travel-places,hotel,
e11-0-luggage,🧳,E11.0 luggage,1F9F3,travel-places,hotel,
e0-6-hourglass-done,⌛,E0.6 hourglass done,231B,travel-places,time,
e0-6-hourglass-not-done,⏳,E0.6 hourglass not done,23F3,travel-places,time,
e0-6-watch,⌚,E0.6 watch,231A,travel-places,time,
e0-6-alarm-clock,⏰,E0.6 alarm clock,23F0,travel-places,time,
e1-0-stopwatch,⏱️,E1.0 stopwatch,23F1 FE0F,travel-places,time,
e1-0-timer-clock,⏲️,E1.0 timer clock,23F2 FE0F,travel-places,time,
e0-7-mantelpiece-clock,🕰️,E0.7 mantelpiece clock,1F570 FE0F,travel-places,time,
e0-6-twelve-o-clock,🕛,E0.6 twelve o’clock,1F55B,travel-places,time,
e0-7-twelve-thirty,🕧,E0.7 twelve-thirty,1F567,travel-places,time,
e0-6-one-o-clock,🕐,E0.6 one o’clock,1F550,travel-places,time,
e0-7-one-thirty,🕜,E0.7 one-thirty,1F55C,travel-places,time,
e0-6-two-o-clock,🕑,E0.6 two o’clock,1F551,travel-places,time,
e0-7-two-thirty,🕝,E0.7 two-thirty,1F55D,travel-places,time,
e0-6-three-o-clock,🕒,E0.6 three o’clock,1F552,travel-places,time,
e0-7-three-thirty,🕞,E0.7 three-thirty,1F55E,travel-places,time,
e0-6-four-o-clock,🕓,E0.6 four o’clock,1F553,travel-places,time,
e0-7-four-thirty,🕟,E0.7 four-thirty,1F55F,travel-places,time,
e0-6-five-o-clock,🕔,E0.6 five o’clock,1F554,travel-places,time,
e0-7-five-thirty,🕠,E0.7 five-thirty,1F560,travel-places,time,
e0-6-six-o-clock,🕕,E0.6 six o’clock,1F555,travel-places,time,
e0-7-six-thirty,🕡,E0.7 six-thirty,1F561,travel-places,time,
e0-6-seven-o-clock,🕖,E0.6 seven o’clock,1F556,travel-places,time,
e0-7-seven-thirty,🕢,E0.7 seven-thirty,1F562,travel-places,time,
e0-6-eight-o-clock,🕗,E0.6 eight o’clock,1F557,travel-places,time,
e0-7-eight-thirty,🕣,E0.7 eight-thirty,1F563,travel-places,time,
e0-6-nine-o-clock,🕘,E0.6 nine o’clock,1F558,travel-places,time,
e0-7-nine-thirty,🕤,E0.7 nine-thirty,1F564,travel-places,time,
e0-6-ten-o-clock,🕙,E0.6 ten o’clock,1F559,travel-places,time,
e0-7-ten-thirty,🕥,E0.7 ten-thirty,1F565,travel-places,time,
e0-6-eleven-o-clock,🕚,E0.6 eleven o’clock,1F55A,travel-places,time,
e0-7-eleven-thirty,🕦,E0.7 eleven-thirty,1F566,travel-places,time,
e0-6-new-moon,🌑,E0.6 new moon,1F311,travel-places,sky-weather,
e1-0-waxing-crescent-moon,🌒,E1.0 waxing crescent moon,1F312,travel-places,sky-weather,
e0-6-first-quarter-moon,🌓,E0.6 first quarter moon,1F313,travel-places,sky-weather,
e0-6-waxing-gibbous-moon,🌔,E0.6 waxing gibbous moon,1F314,travel-places,sky-weather,
e0-6-full-moon,🌕,E0.6 full moon,1F315,travel-places,sky-weather,
e1-0-waning-gibbous-moon,🌖,E1.0 waning gibbous moon,1F316,travel-places,sky-weather,
e1-0-last-quarter-moon,🌗,E1.0 last quarter moon,1F317,travel-places,sky-weather,
e1-0-waning-crescent-moon,🌘,E1.0 waning crescent moon,1F318,travel-places,sky-weather,
e0-6-crescent-moon,🌙,E0.6 crescent moon,1F319,travel-places,sky-weather,
e1-0-new-moon-face,🌚,E1.0 new moon face,1F31A,travel-places,sky-weather,
e0-6-first-quarter-moon-face,🌛,E0.6 first quarter moon face,1F31B,travel-places,sky-weather,
e0-7-last-quarter-moon-face,🌜,E0.7 last quarter moon face,1F31C,travel-places,sky-weather,
e0-7-thermometer,🌡️,E0.7 thermometer,1F321 FE0F,travel-places,sky-weather,
e0-6-sun,☀️,E0.6 sun,2600 FE0F,travel-places,sky-weather,
e1-0-full-moon-face,🌝,E1.0 full moon face,1F31D,travel-places,sky-weather,
e1-0-sun-with-face,🌞,E1.0 sun with face,1F31E,travel-places,sky-weather,
e12-0-ringed-planet,🪐,E12.0 ringed planet,1FA90,travel-places,sky-weather,
e0-6-star,⭐,E0.6 star,2B50,travel-places,sky-weather,
e0-6-glowing-star,🌟,E0.6 glowing star,1F31F,travel-places,sky-weather,
e0-6-shooting-star,🌠,E0.6 shooting star,1F320,travel-places,sky-weather,
e0-6-milky-way,🌌,E0.6 milky way,1F30C,travel-places,sky-weather,
e0-6-cloud,☁️,E0.6 cloud,2601 FE0F,travel-places,sky-weather,
e0-6-sun-behind-cloud,⛅,E0.6 sun behind cloud,26C5,travel-places,sky-weather,
e0-7-cloud-with-lightning-and-rain,⛈️,E0.7 cloud with lightning and rain,26C8 FE0F,travel-places,sky-weather,
e0-7-sun-behind-small-cloud,🌤️,E0.7 sun behind small cloud,1F324 FE0F,travel-places,sky-weather,
e0-7-sun-behind-large-cloud,🌥️,E0.7 sun behind large cloud,1F325 FE0F,travel-places,sky-weather,
e0-7-sun-behind-rain-cloud,🌦️,E0.7 sun behind rain cloud,1F326 FE0F,travel-places,sky-weather,
e0-7-cloud-with-rain,🌧️,E0.7 cloud with rain,1F327 FE0F,travel-places,sky-weather,
e0-7-cloud-with-snow,🌨️,E0.7 cloud with snow,1F328 FE0F,travel-places,sky-weather,
e0-7-cloud-with-lightning,🌩️,E0.7 cloud with lightning,1F329 FE0F,travel-places,sky-weather,
e0-7-tornado,🌪️,E0.7 tornado,1F32A FE0F,travel-places,sky-weather,
e0-7-fog,🌫️,E0.7 fog,1F32B FE0F,travel-places,sky-weather,
e0-7-wind-face,🌬️,E0.7 wind face,1F32C FE0F,travel-places,sky-weather,
e0-6-cyclone,🌀,E0.6 cyclone,1F300,travel-places,sky-weather,
e0-6-rainbow,🌈,E0.6 rainbow,1F308,travel-places,sky-weather,
e0-6-closed-umbrella,🌂,E0.6 closed umbrella,1F302,travel-places,sky-weather,
e0-7-umbrella,☂️,E0.7 umbrella,2602 FE0F,travel-places,sky-weather,
e0-6-umbrella-with-rain-drops,☔,E0.6 umbrella with rain drops,2614,travel-places,sky-weather,
e0-7-umbrella-on-ground,⛱️,E0.7 umbrella on ground,26F1 FE0F,travel-places,sky-weather,
e0-6-high-voltage,⚡,E0.6 high voltage,26A1,travel-places,sky-weather,
e0-6-snowflake,❄️,E0.6 snowflake,2744 FE0F,travel-places,sky-weather,
e0-7-snowman,☃️,E0.7 snowman,2603 FE0F,travel-places,sky-weather,
e0-6-snowman-without-snow,⛄,E0.6 snowman without snow,26C4,travel-places,sky-weather,
e1-0-comet,☄️,E1.0 comet,2604 FE0F,travel-places,sky-weather,
e0-6-fire,🔥,E0.6 fire,1F525,travel-places,sky-weather,
e0-6-droplet,💧,E0.6 droplet,1F4A7,travel-places,sky-weather,
e0-6-water-wave,🌊,E0.6 water wave,1F30A,travel-places,sky-weather,
e0-6-jack-o-lantern,🎃,E0.6 jack-o-lantern,1F383,activities,event,
e0-6-christmas-tree,🎄,E0.6 Christmas tree,1F384,activities,event,
e0-6-fireworks,🎆,E0.6 fireworks,1F386,activities,event,
e0-6-sparkler,🎇,E0.6 sparkler,1F387,activities,event,
e11-0-firecracker,🧨,E11.0 firecracker,1F9E8,activities,event,
e0-6-sparkles,✨,E0.6 sparkles,2728,activities,event,
e0-6-balloon,🎈,E0.6 balloon,1F388,activities,event,
e0-6-party-popper,🎉,E0.6 party popper,1F389,activities,event,
e0-6-confetti-ball,🎊,E0.6 confetti ball,1F38A,activities,event,
e0-6-tanabata-tree,🎋,E0.6 tanabata tree,1F38B,activities,event,
e0-6-pine-decoration,🎍,E0.6 pine decoration,1F38D,activities,event,
e0-6-japanese-dolls,🎎,E0.6 Japanese dolls,1F38E,activities,event,
e0-6-carp-streamer,🎏,E0.6 carp streamer,1F38F,activities,event,
e0-6-wind-chime,🎐,E0.6 wind chime,1F390,activities,event,
e0-6-moon-viewing-ceremony,🎑,E0.6 moon viewing ceremony,1F391,activities,event,
e11-0-red-envelope,🧧,E11.0 red envelope,1F9E7,activities,event,
e0-6-ribbon,🎀,E0.6 ribbon,1F380,activities,event,
e0-6-wrapped-gift,🎁,E0.6 wrapped gift,1F381,activities,event,
e0-7-reminder-ribbon,🎗️,E0.7 reminder ribbon,1F397 FE0F,activities,event,
e0-7-admission-tickets,🎟️,E0.7 admission tickets,1F39F FE0F,activities,event,
e0-6-ticket,🎫,E0.6 ticket,1F3AB,activities,event,
e0-7-military-medal,🎖️,E0.7 military medal,1F396 FE0F,activities,award-medal,
e0-6-trophy,🏆,E0.6 trophy,1F3C6,activities,award-medal,
e1-0-sports-medal,🏅,E1.0 sports medal,1F3C5,activities,award-medal,
e3-0-1st-place-medal,🥇,E3.0 1st place medal,1F947,activities,award-medal,
e3-0-2nd-place-medal,🥈,E3.0 2nd place medal,1F948,activities,award-medal,
e3-0-3rd-place-medal,🥉,E3.0 3rd place medal,1F949,activities,award-medal,
e0-6-soccer-ball,⚽,E0.6 soccer ball,26BD,activities,sport,
e0-6-baseball,⚾,E0.6 baseball,26BE,activities,sport,
e11-0-softball,🥎,E11.0 softball,1F94E,activities,sport,
e0-6-basketball,🏀,E0.6 basketball,1F3C0,activities,sport,
e1-0-volleyball,🏐,E1.0 volleyball,1F3D0,activities,sport,
e0-6-american-football,🏈,E0.6 american football,1F3C8,activities,sport,
e1-0-rugby-football,🏉,E1.0 rugby football,1F3C9,activities,sport,
e0-6-tennis,🎾,E0.6 tennis,1F3BE,activities,sport,
e11-0-flying-disc,🥏,E11.0 flying disc,1F94F,activities,sport,
e0-6-bowling,🎳,E0.6 bowling,1F3B3,activities,sport,
e1-0-cricket-game,🏏,E1.0 cricket game,1F3CF,activities,sport,
e1-0-field-hockey,🏑,E1.0 field hockey,1F3D1,activities,sport,
e1-0-ice-hockey,🏒,E1.0 ice hockey,1F3D2,activities,sport,
e11-0-lacrosse,🥍,E11.0 lacrosse,1F94D,activities,sport,
e1-0-ping-pong,🏓,E1.0 ping pong,1F3D3,activities,sport,
e1-0-badminton,🏸,E1.0 badminton,1F3F8,activities,sport,
e3-0-boxing-glove,🥊,E3.0 boxing glove,1F94A,activities,sport,
e3-0-martial-arts-uniform,🥋,E3.0 martial arts uniform,1F94B,activities,sport,
e3-0-goal-net,🥅,E3.0 goal net,1F945,activities,sport,
e0-6-flag-in-hole,⛳,E0.6 flag in hole,26F3,activities,sport,
e0-7-ice-skate,⛸️,E0.7 ice skate,26F8 FE0F,activities,sport,
e0-6-fishing-pole,🎣,E0.6 fishing pole,1F3A3,activities,sport,
e12-0-diving-mask,🤿,E12.0 diving mask,1F93F,activities,sport,
e0-6-running-shirt,🎽,E0.6 running shirt,1F3BD,activities,sport,
e0-6-skis,🎿,E0.6 skis,1F3BF,activities,sport,
e5-0-sled,🛷,E5.0 sled,1F6F7,activities,sport,
e5-0-curling-stone,🥌,E5.0 curling stone,1F94C,activities,sport,
e0-6-bullseye,🎯,E0.6 bullseye,1F3AF,activities,game,
e12-0-yo-yo,🪀,E12.0 yo-yo,1FA80,activities,game,
e12-0-kite,🪁,E12.0 kite,1FA81,activities,game,
e0-6-water-pistol,🔫,E0.6 water pistol,1F52B,activities,game,
e0-6-pool-8-ball,🎱,E0.6 pool 8 ball,1F3B1,activities,game,
e0-6-crystal-ball,🔮,E0.6 crystal ball,1F52E,activities,game,
e13-0-magic-wand,🪄,E13.0 magic wand,1FA84,activities,game,
e0-6-video-game,🎮,E0.6 video game,1F3AE,activities,game,
e0-7-joystick,🕹️,E0.7 joystick,1F579 FE0F,activities,game,
e0-6-slot-machine,🎰,E0.6 slot machine,1F3B0,activities,game,
e0-6-game-die,🎲,E0.6 game die,1F3B2,activities,game,
e11-0-puzzle-piece,🧩,E11.0 puzzle piece,1F9E9,activities,game,
e11-0-teddy-bear,🧸,E11.0 teddy bear,1F9F8,activities,game,
e13-0-pinata,🪅,E13.0 piñata,1FA85,activities,game,
e14-0-mirror-ball,🪩,E14.0 mirror ball,1FAA9,activities,game,
e13-0-nesting-dolls,🪆,E13.0 nesting dolls,1FA86,activities,game,
e0-6-spade-suit,♠️,E0.6 spade suit,2660 FE0F,activities,game,
e0-6-heart-suit,♥️,E0.6 heart suit,2665 FE0F,activities,game,
e0-6-diamond-suit,♦️,E0.6 diamond suit,2666 FE0F,activities,game,
e0-6-club-suit,♣️,E0.6 club suit,2663 FE0F,activities,game,
e11-0-chess-pawn,♟️,E11.0 chess pawn,265F FE0F,activities,game,
e0-6-joker,🃏,E0.6 joker,1F0CF,activities,game,
e0-6-mahjong-red-dragon,🀄,E0.6 mahjong red dragon,1F004,activities,game,
e0-6-flower-playing-cards,🎴,E0.6 flower playing cards,1F3B4,activities,game,
e0-6-performing-arts,🎭,E0.6 performing arts,1F3AD,activities,arts-crafts,
e0-7-framed-picture,🖼️,E0.7 framed picture,1F5BC FE0F,activities,arts-crafts,
e0-6-artist-palette,🎨,E0.6 artist palette,1F3A8,activities,arts-crafts,
e11-0-thread,🧵,E11.0 thread,1F9F5,activities,arts-crafts,
e13-0-sewing-needle,🪡,E13.0 sewing needle,1FAA1,activities,arts-crafts,
e11-0-yarn,🧶,E11.0 yarn,1F9F6,activities,arts-crafts,
e13-0-knot,🪢,E13.0 knot,1FAA2,activities,arts-crafts,
e0-6-glasses,👓,E0.6 glasses,1F453,objects,clothing,
e0-7-sunglasses,🕶️,E0.7 sunglasses,1F576 FE0F,objects,clothing,
e11-0-goggles,🥽,E11.0 goggles,1F97D,objects,clothing,
e11-0-lab-coat,🥼,E11.0 lab coat,1F97C,objects,clothing,
e12-0-safety-vest,🦺,E12.0 safety vest,1F9BA,objects,clothing,
e0-6-necktie,👔,E0.6 necktie,1F454,objects,clothing,
e0-6-t-shirt,👕,E0.6 t-shirt,1F455,objects,clothing,
e0-6-jeans,👖,E0.6 jeans,1F456,objects,clothing,
e5-0-scarf,🧣,E5.0 scarf,1F9E3,objects,clothing,
e5-0-gloves,🧤,E5.0 gloves,1F9E4,objects,clothing,
e5-0-coat,🧥,E5.0 coat,1F9E5,objects,clothing,
e5-0-socks,🧦,E5.0 socks,1F9E6,objects,clothing,
e0-6-dress,👗,E0.6 dress,1F457,objects,clothing,
e0-6-kimono,👘,E0.6 kimono,1F458,objects,clothing,
e12-0-sari,🥻,E12.0 sari,1F97B,objects,clothing,
e12-0-one-piece-swimsuit,🩱,E12.0 one-piece swimsuit,1FA71,objects,clothing,
e12-0-briefs,🩲,E12.0 briefs,1FA72,objects,clothing,
e12-0-shorts,🩳,E12.0 shorts,1FA73,objects,clothing,
e0-6-bikini,👙,E0.6 bikini,1F459,objects,clothing,
e0-6-woman-s-clothes,👚,E0.6 woman’s clothes,1F45A,objects,clothing,
e15-0-folding-hand-fan,🪭,E15.0 folding hand fan,1FAAD,objects,clothing,
e0-6-purse,👛,E0.6 purse,1F45B,objects,clothing,
e0-6-handbag,👜,E0.6 handbag,1F45C,objects,clothing,
e0-6-clutch-bag,👝,E0.6 clutch bag,1F45D,objects,clothing,
e0-7-shopping-bags,🛍️,E0.7 shopping bags,1F6CD FE0F,objects,clothing,
e0-6-backpack,🎒,E0.6 backpack,1F392,objects,clothing,
e13-0-thong-sandal,🩴,E13.0 thong sandal,1FA74,objects,clothing,
e0-6-man-s-shoe,👞,E0.6 man’s shoe,1F45E,objects,clothing,
e0-6-running-shoe,👟,E0.6 running shoe,1F45F,objects,clothing,
e11-0-hiking-boot,🥾,E11.0 hiking boot,1F97E,objects,clothing,
e11-0-flat-shoe,🥿,E11.0 flat shoe,1F97F,objects,clothing,
e0-6-high-heeled-shoe,👠,E0.6 high-heeled shoe,1F460,objects,clothing,
e0-6-woman-s-sandal,👡,E0.6 woman’s sandal,1F461,objects,clothing,
e12-0-ballet-shoes,🩰,E12.0 ballet shoes,1FA70,objects,clothing,
e0-6-woman-s-boot,👢,E0.6 woman’s boot,1F462,objects,clothing,
e15-0-hair-pick,🪮,E15.0 hair pick,1FAAE,objects,clothing,
e0-6-crown,👑,E0.6 crown,1F451,objects,clothing,
e0-6-woman-s-hat,👒,E0.6 woman’s hat,1F452,objects,clothing,
e0-6-top-hat,🎩,E0.6 top hat,1F3A9,objects,clothing,
e0-6-graduation-cap,🎓,E0.6 graduation cap,1F393,objects,clothing,
e5-0-billed-cap,🧢,E5.0 billed cap,1F9E2,objects,clothing,
e13-0-military-helmet,🪖,E13.0 military helmet,1FA96,objects,clothing,
e0-7-rescue-worker-s-helmet,⛑️,E0.7 rescue worker’s helmet,26D1 FE0F,objects,clothing,
e1-0-prayer-beads,📿,E1.0 prayer beads,1F4FF,objects,clothing,
e0-6-lipstick,💄,E0.6 lipstick,1F484,objects,clothing,
e0-6-ring,💍,E0.6 ring,1F48D,objects,clothing,
e0-6-gem-stone,💎,E0.6 gem stone,1F48E,objects,clothing,
e1-0-muted-speaker,🔇,E1.0 muted speaker,1F507,objects,sound,
e0-7-speaker-low-volume,🔈,E0.7 speaker low volume,1F508,objects,sound,
e1-0-speaker-medium-volume,🔉,E1.0 speaker medium volume,1F509,objects,sound,
e0-6-speaker-high-volume,🔊,E0.6 speaker high volume,1F50A,objects,sound,
e0-6-loudspeaker,📢,E0.6 loudspeaker,1F4E2,objects,sound,
e0-6-megaphone,📣,E0.6 megaphone,1F4E3,objects,sound,
e1-0-postal-horn,📯,E1.0 postal horn,1F4EF,objects,sound,
e0-6-bell,🔔,E0.6 bell,1F514,objects,sound,
e1-0-bell-with-slash,🔕,E1.0 bell with slash,1F515,objects,sound,
e0-6-musical-score,🎼,E0.6 musical score,1F3BC,objects,music,
e0-6-musical-note,🎵,E0.6 musical note,1F3B5,objects,music,
e0-6-musical-notes,🎶,E0.6 musical notes,1F3B6,objects,music,
e0-7-studio-microphone,🎙️,E0.7 studio microphone,1F399 FE0F,objects,music,
e0-7-level-slider,🎚️,E0.7 level slider,1F39A FE0F,objects,music,
e0-7-control-knobs,🎛️,E0.7 control knobs,1F39B FE0F,objects,music,
e0-6-microphone,🎤,E0.6 microphone,1F3A4,objects,music,
e0-6-headphone,🎧,E0.6 headphone,1F3A7,objects,music,
e0-6-radio,📻,E0.6 radio,1F4FB,objects,music,
e0-6-saxophone,🎷,E0.6 saxophone,1F3B7,objects,musical-instrument,
e13-0-accordion,🪗,E13.0 accordion,1FA97,objects,musical-instrument,
e0-6-guitar,🎸,E0.6 guitar,1F3B8,objects,musical-instrument,
e0-6-musical-keyboard,🎹,E0.6 musical keyboard,1F3B9,objects,musical-instrument,
e0-6-trumpet,🎺,E0.6 trumpet,1F3BA,objects,musical-instrument,
e0-6-violin,🎻,E0.6 violin,1F3BB,objects,musical-instrument,
e12-0-banjo,🪕,E12.0 banjo,1FA95,objects,musical-instrument,
e3-0-drum,🥁,E3.0 drum,1F941,objects,musical-instrument,
e13-0-long-drum,🪘,E13.0 long drum,1FA98,objects,musical-instrument,
e15-0-maracas,🪇,E15.0 maracas,1FA87,objects,musical-instrument,
e15-0-flute,🪈,E15.0 flute,1FA88,objects,musical-instrument,
e0-6-mobile-phone,📱,E0.6 mobile phone,1F4F1,objects,phone,
e0-6-mobile-phone-with-arrow,📲,E0.6 mobile phone with arrow,1F4F2,objects,phone,
e0-6-telephone,☎️,E0.6 telephone,260E FE0F,objects,phone,
e0-6-telephone-receiver,📞,E0.6 telephone receiver,1F4DE,objects,phone,
e0-6-pager,📟,E0.6 pager,1F4DF,objects,phone,
e0-6-fax-machine,📠,E0.6 fax machine,1F4E0,objects,phone,
e0-6-battery,🔋,E0.6 battery,1F50B,objects,computer,
e14-0-low-battery,🪫,E14.0 low battery,1FAAB,objects,computer,
e0-6-electric-plug,🔌,E0.6 electric plug,1F50C,objects,computer,
e0-6-laptop,💻,E0.6 laptop,1F4BB,objects,computer,
e0-7-desktop-computer,🖥️,E0.7 desktop computer,1F5A5 FE0F,objects,computer,
e0-7-printer,🖨️,E0.7 printer,1F5A8 FE0F,objects,computer,
e1-0-keyboard,⌨️,E1.0 keyboard,2328 FE0F,objects,computer,
e0-7-computer-mouse,🖱️,E0.7 computer mouse,1F5B1 FE0F,objects,computer,
e0-7-trackball,🖲️,E0.7 trackball,1F5B2 FE0F,objects,computer,
