slug,character,unicodeName,codePoint,group,subGroup,variants
e12-1-person-red-hair,🧑‍🦰,E12.1 person: red hair,1F9D1 200D 1F9B0,people-body,person,
e11-0-woman-curly-hair,👩‍🦱,E11.0 woman: curly hair,1F469 200D 1F9B1,people-body,person,
e12-1-person-curly-hair,🧑‍🦱,E12.1 person: curly hair,1F9D1 200D 1F9B1,people-body,person,
e11-0-woman-white-hair,👩‍🦳,E11.0 woman: white hair,1F469 200D 1F9B3,people-body,person,
e12-1-person-white-hair,🧑‍🦳,E12.1 person: white hair,1F9D1 200D 1F9B3,people-body,person,
e11-0-woman-bald,👩‍🦲,E11.0 woman: bald,1F469 200D 1F9B2,people-body,person,
e12-1-person-bald,🧑‍🦲,E12.1 person: bald,1F9D1 200D 1F9B2,people-body,person,
e4-0-woman-blond-hair,👱‍♀️,E4.0 woman: blond hair,1F471 200D 2640 FE0F,people-body,person,
e5-0-older-person,🧓,E5.0 older person,1F9D3,people-body,person,"[{'slug': 'e5-0-older-person-light-skin-tone', 'character': '🧓🏻'}, {'slug': 'e5-0-older-person-medium-light-skin-tone', 'character': '🧓🏼'}, {'slug': 'e5-0-older-person-medium-skin-tone', 'character': '🧓🏽'}, {'slug': 'e5-0-older-person-medium-dark-skin-tone', 'character': '🧓🏾'}, {'slug': 'e5-0-older-person-dark-skin-tone', 'character': '🧓🏿'}]"
e0-6-old-man,👴,E0.6 old man,1F474,people-body,person,"[{'slug': 'e1-0-old-man-light-skin-tone', 'character': '👴🏻'}, {'slug': 'e1-0-old-man-medium-light-skin-tone', 'character': '👴🏼'}, {'slug': 'e1-0-old-man-medium-skin-tone', 'character': '👴🏽'}, {'slug': 'e1-0-old-man-medium-dark-skin-tone', 'character': '👴🏾'}, {'slug': 'e1-0-old-man-dark-skin-tone', 'character': '👴🏿'}]"
e0-6-old-woman,👵,E0.6 old woman,1F475,people-body,person,"[{'slug': 'e1-0-old-woman-light-skin-tone', 'character': '👵🏻'}, {'slug': 'e1-0-old-woman-medium-light-skin-tone', 'character': '👵🏼'}, {'slug': 'e1-0-old-woman-medium-skin-tone', 'character': '👵🏽'}, {'slug': 'e1-0-old-woman-medium-dark-skin-tone', 'character': '👵🏾'}, {'slug': 'e1-0-old-woman-dark-skin-tone', 'character': '👵🏿'}]"
e0-6-person-frowning,🙍,E0.6 person frowning,1F64D,people-body,person-gesture,"[{'slug': 'e1-0-person-frowning-light-skin-tone', 'character': '🙍🏻'}, {'slug': 'e1-0-person-frowning-medium-light-skin-tone', 'character': '🙍🏼'}, {'slug': 'e1-0-person-frowning-medium-skin-tone', 'character': '🙍🏽'}, {'slug': 'e1-0-person-frowning-medium-dark-skin-tone', 'character': '🙍🏾'}, {'slug': 'e1-0-person-frowning-dark-skin-tone', 'character': '🙍🏿'}, {'slug': 'e4-0-man-frowning', 'character': '🙍\u200d♂️'}, {'slug': 'e4-0-man-frowning-light-skin-tone', 'character': '🙍🏻\u200d♂️'}, {'slug': 'e4-0-man-frowning-medium-light-skin-tone', 'character': '🙍🏼\u200d♂️'}, {'slug': 'e4-0-man-frowning-medium-skin-tone', 'character': '🙍🏽\u200d♂️'}, {'slug': 'e4-0-man-frowning-medium-dark-skin-tone', 'character': '🙍🏾\u200d♂️'}, {'slug': 'e4-0-man-frowning-dark-skin-tone', 'character': '🙍🏿\u200d♂️'}, {'slug': 'e4-0-woman-frowning', 'character': '🙍\u200d♀️'}, {'slug': 'e4-0-woman-frowning-light-skin-tone', 'character': '🙍🏻\u200d♀️'}, {'slug': 'e4-0-woman-frowning-medium-light-skin-tone', 'character': '🙍🏼\u200d♀️'}, {'slug': 'e4-0-woman-frowning-medium-skin-tone', 'character': '🙍🏽\u200d♀️'}, {'slug': 'e4-0-woman-frowning-medium-dark-skin-tone', 'character': '🙍🏾\u200d♀️'}, {'slug': 'e4-0-woman-frowning-dark-skin-tone', 'character': '🙍🏿\u200d♀️'}]"
e0-6-person-pouting,🙎,E0.6 person pouting,1F64E,people-body,person-gesture,"[{'slug': 'e1-0-person-pouting-light-skin-tone', 'character': '🙎🏻'}, {'slug': 'e1-0-person-pouting-medium-light-skin-tone', 'character': '🙎🏼'}, {'slug': 'e1-0-person-pouting-medium-skin-tone', 'character': '🙎🏽'}, {'slug': 'e1-0-person-pouting-medium-dark-skin-tone', 'character': '🙎🏾'}, {'slug': 'e1-0-person-pouting-dark-skin-tone', 'character': '🙎🏿'}, {'slug': 'e4-0-man-pouting', 'character': '🙎\u200d♂️'}, {'slug': 'e4-0-man-pouting-light-skin-tone', 'character': '🙎🏻\u200d♂️'}, {'slug': 'e4-0-man-pouting-medium-light-skin-tone', 'character': '🙎🏼\u200d♂️'}, {'slug': 'e4-0-man-pouting-medium-skin-tone', 'character': '🙎🏽\u200d♂️'}, {'slug': 'e4-0-man-pouting-medium-dark-skin-tone', 'character': '🙎🏾\u200d♂️'}, {'slug': 'e4-0-man-pouting-dark-skin-tone', 'character': '🙎🏿\u200d♂️'}, {'slug': 'e4-0-woman-pouting', 'character': '🙎\u200d♀️'}, {'slug': 'e4-0-woman-pouting-light-skin-tone', 'character': '🙎🏻\u200d♀️'}, {'slug': 'e4-0-woman-pouting-medium-light-skin-tone', 'character': '🙎🏼\u200d♀️'}, {'slug': 'e4-0-woman-pouting-medium-skin-tone', 'character': '🙎🏽\u200d♀️'}, {'slug': 'e4-0-woman-pouting-medium-dark-skin-tone', 'character': '🙎🏾\u200d♀️'}, {'slug': 'e4-0-woman-pouting-dark-skin-tone', 'character': '🙎🏿\u200d♀️'}]"
e0-6-person-gesturing-no,🙅,E0.6 person gesturing NO,1F645,people-body,person-gesture,"[{'slug': 'e1-0-person-gesturing-no-light-skin-tone', 'character': '🙅🏻'}, {'slug': 'e1-0-person-gesturing-no-medium-light-skin-tone', 'character': '🙅🏼'}, {'slug': 'e1-0-person-gesturing-no-medium-skin-tone', 'character': '🙅🏽'}, {'slug': 'e1-0-person-gesturing-no-medium-dark-skin-tone', 'character': '🙅🏾'}, {'slug': 'e1-0-person-gesturing-no-dark-skin-tone', 'character': '🙅🏿'}, {'slug': 'e4-0-man-gesturing-no', 'character': '🙅\u200d♂️'}, {'slug': 'e4-0-man-gesturing-no-light-skin-tone', 'character': '🙅🏻\u200d♂️'}, {'slug': 'e4-0-man-gesturing-no-medium-light-skin-tone', 'character': '🙅🏼\u200d♂️'}, {'slug': 'e4-0-man-gesturing-no-medium-skin-tone', 'character': '🙅🏽\u200d♂️'}, {'slug': 'e4-0-man-gesturing-no-medium-dark-skin-tone', 'character': '🙅🏾\u200d♂️'}, {'slug': 'e4-0-man-gesturing-no-dark-skin-tone', 'character': '🙅🏿\u200d♂️'}, {'slug': 'e4-0-woman-gesturing-no', 'character': '🙅\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-no-light-skin-tone', 'character': '🙅🏻\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-no-medium-light-skin-tone', 'character': '🙅🏼\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-no-medium-skin-tone', 'character': '🙅🏽\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-no-medium-dark-skin-tone', 'character': '🙅🏾\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-no-dark-skin-tone', 'character': '🙅🏿\u200d♀️'}]"
e0-6-person-gesturing-ok,🙆,E0.6 person gesturing OK,1F646,people-body,person-gesture,"[{'slug': 'e1-0-person-gesturing-ok-light-skin-tone', 'character': '🙆🏻'}, {'slug': 'e1-0-person-gesturing-ok-medium-light-skin-tone', 'character': '🙆🏼'}, {'slug': 'e1-0-person-gesturing-ok-medium-skin-tone', 'character': '🙆🏽'}, {'slug': 'e1-0-person-gesturing-ok-medium-dark-skin-tone', 'character': '🙆🏾'}, {'slug': 'e1-0-person-gesturing-ok-dark-skin-tone', 'character': '🙆🏿'}, {'slug': 'e4-0-man-gesturing-ok', 'character': '🙆\u200d♂️'}, {'slug': 'e4-0-man-gesturing-ok-light-skin-tone', 'character': '🙆🏻\u200d♂️'}, {'slug': 'e4-0-man-gesturing-ok-medium-light-skin-tone', 'character': '🙆🏼\u200d♂️'}, {'slug': 'e4-0-man-gesturing-ok-medium-skin-tone', 'character': '🙆🏽\u200d♂️'}, {'slug': 'e4-0-man-gesturing-ok-medium-dark-skin-tone', 'character': '🙆🏾\u200d♂️'}, {'slug': 'e4-0-man-gesturing-ok-dark-skin-tone', 'character': '🙆🏿\u200d♂️'}, {'slug': 'e4-0-woman-gesturing-ok', 'character': '🙆\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-ok-light-skin-tone', 'character': '🙆🏻\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-ok-medium-light-skin-tone', 'character': '🙆🏼\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-ok-medium-skin-tone', 'character': '🙆🏽\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-ok-medium-dark-skin-tone', 'character': '🙆🏾\u200d♀️'}, {'slug': 'e4-0-woman-gesturing-ok-dark-skin-tone', 'character': '🙆🏿\u200d♀️'}]"
e0-6-person-tipping-hand,💁,E0.6 person tipping hand,1F481,people-body,person-gesture,"[{'slug': 'e1-0-person-tipping-hand-light-skin-tone', 'character': '💁🏻'}, {'slug': 'e1-0-person-tipping-hand-medium-light-skin-tone', 'character': '💁🏼'}, {'slug': 'e1-0-person-tipping-hand-medium-skin-tone', 'character': '💁🏽'}, {'slug': 'e1-0-person-tipping-hand-medium-dark-skin-tone', 'character': '💁🏾'}, {'slug': 'e1-0-person-tipping-hand-dark-skin-tone', 'character': '💁🏿'}, {'slug': 'e4-0-man-tipping-hand', 'character': '💁\u200d♂️'}, {'slug': 'e4-0-man-tipping-hand-light-skin-tone', 'character': '💁🏻\u200d♂️'}, {'slug': 'e4-0-man-tipping-hand-medium-light-skin-tone', 'character': '💁🏼\u200d♂️'}, {'slug': 'e4-0-man-tipping-hand-medium-skin-tone', 'character': '💁🏽\u200d♂️'}, {'slug': 'e4-0-man-tipping-hand-medium-dark-skin-tone', 'character': '💁🏾\u200d♂️'}, {'slug': 'e4-0-man-tipping-hand-dark-skin-tone', 'character': '💁🏿\u200d♂️'}, {'slug': 'e4-0-woman-tipping-hand', 'character': '💁\u200d♀️'}, {'slug': 'e4-0-woman-tipping-hand-light-skin-tone', 'character': '💁🏻\u200d♀️'}, {'slug': 'e4-0-woman-tipping-hand-medium-light-skin-tone', 'character': '💁🏼\u200d♀️'}, {'slug': 'e4-0-woman-tipping-hand-medium-skin-tone', 'character': '💁🏽\u200d♀️'}, {'slug': 'e4-0-woman-tipping-hand-medium-dark-skin-tone', 'character': '💁🏾\u200d♀️'}, {'slug': 'e4-0-woman-tipping-hand-dark-skin-tone', 'character': '💁🏿\u200d♀️'}]"
e0-6-person-raising-hand,🙋,E0.6 person raising hand,1F64B,people-body,person-gesture,"[{'slug': 'e1-0-person-raising-hand-light-skin-tone', 'character': '🙋🏻'}, {'slug': 'e1-0-person-raising-hand-medium-light-skin-tone', 'character': '🙋🏼'}, {'slug': 'e1-0-person-raising-hand-medium-skin-tone', 'character': '🙋🏽'}, {'slug': 'e1-0-person-raising-hand-medium-dark-skin-tone', 'character': '🙋🏾'}, {'slug': 'e1-0-person-raising-hand-dark-skin-tone', 'character': '🙋🏿'}, {'slug': 'e4-0-man-raising-hand', 'character': '🙋\u200d♂️'}, {'slug': 'e4-0-man-raising-hand-light-skin-tone', 'character': '🙋🏻\u200d♂️'}, {'slug': 'e4-0-man-raising-hand-medium-light-skin-tone', 'character': '🙋🏼\u200d♂️'}, {'slug': 'e4-0-man-raising-hand-medium-skin-tone', 'character': '🙋🏽\u200d♂️'}, {'slug': 'e4-0-man-raising-hand-medium-dark-skin-tone', 'character': '🙋🏾\u200d♂️'}, {'slug': 'e4-0-man-raising-hand-dark-skin-tone', 'character': '🙋🏿\u200d♂️'}, {'slug': 'e4-0-woman-raising-hand', 'character': '🙋\u200d♀️'}, {'slug': 'e4-0-woman-raising-hand-light-skin-tone', 'character': '🙋🏻\u200d♀️'}, {'slug': 'e4-0-woman-raising-hand-medium-light-skin-tone', 'character': '🙋🏼\u200d♀️'}, {'slug': 'e4-0-woman-raising-hand-medium-skin-tone', 'character': '🙋🏽\u200d♀️'}, {'slug': 'e4-0-woman-raising-hand-medium-dark-skin-tone', 'character': '🙋🏾\u200d♀️'}, {'slug': 'e4-0-woman-raising-hand-dark-skin-tone', 'character': '🙋🏿\u200d♀️'}]"
e12-0-deaf-person,🧏,E12.0 deaf person,1F9CF,people-body,person-gesture,"[{'slug': 'e12-0-deaf-person-light-skin-tone', 'character': '🧏🏻'}, {'slug': 'e12-0-deaf-person-medium-light-skin-tone', 'character': '🧏🏼'}, {'slug': 'e12-0-deaf-person-medium-skin-tone', 'character': '🧏🏽'}, {'slug': 'e12-0-deaf-person-medium-dark-skin-tone', 'character': '🧏🏾'}, {'slug': 'e12-0-deaf-person-dark-skin-tone', 'character': '🧏🏿'}, {'slug': 'e12-0-deaf-man', 'character': '🧏\u200d♂️'}, {'slug': 'e12-0-deaf-man-light-skin-tone', 'character': '🧏🏻\u200d♂️'}, {'slug': 'e12-0-deaf-man-medium-light-skin-tone', 'character': '🧏🏼\u200d♂️'}, {'slug': 'e12-0-deaf-man-medium-skin-tone', 'character': '🧏🏽\u200d♂️'}, {'slug': 'e12-0-deaf-man-medium-dark-skin-tone', 'character': '🧏🏾\u200d♂️'}, {'slug': 'e12-0-deaf-man-dark-skin-tone', 'character': '🧏🏿\u200d♂️'}, {'slug': 'e12-0-deaf-woman', 'character': '🧏\u200d♀️'}, {'slug': 'e12-0-deaf-woman-light-skin-tone', 'character': '🧏🏻\u200d♀️'}, {'slug': 'e12-0-deaf-woman-medium-light-skin-tone', 'character': '🧏🏼\u200d♀️'}, {'slug': 'e12-0-deaf-woman-medium-skin-tone', 'character': '🧏🏽\u200d♀️'}, {'slug': 'e12-0-deaf-woman-medium-dark-skin-tone', 'character': '🧏🏾\u200d♀️'}, {'slug': 'e12-0-deaf-woman-dark-skin-tone', 'character': '🧏🏿\u200d♀️'}]"
e0-6-person-bowing,🙇,E0.6 person bowing,1F647,people-body,person-gesture,"[{'slug': 'e1-0-person-bowing-light-skin-tone', 'character': '🙇🏻'}, {'slug': 'e1-0-person-bowing-medium-light-skin-tone', 'character': '🙇🏼'}, {'slug': 'e1-0-person-bowing-medium-skin-tone', 'character': '🙇🏽'}, {'slug': 'e1-0-person-bowing-medium-dark-skin-tone', 'character': '🙇🏾'}, {'slug': 'e1-0-person-bowing-dark-skin-tone', 'character': '🙇🏿'}, {'slug': 'e4-0-man-bowing', 'character': '🙇\u200d♂️'}, {'slug': 'e4-0-man-bowing-light-skin-tone', 'character': '🙇🏻\u200d♂️'}, {'slug': 'e4-0-man-bowing-medium-light-skin-tone', 'character': '🙇🏼\u200d♂️'}, {'slug': 'e4-0-man-bowing-medium-skin-tone', 'character': '🙇🏽\u200d♂️'}, {'slug': 'e4-0-man-bowing-medium-dark-skin-tone', 'character': '🙇🏾\u200d♂️'}, {'slug': 'e4-0-man-bowing-dark-skin-tone', 'character': '🙇🏿\u200d♂️'}, {'slug': 'e4-0-woman-bowing', 'character': '🙇\u200d♀️'}, {'slug': 'e4-0-woman-bowing-light-skin-tone', 'character': '🙇🏻\u200d♀️'}, {'slug': 'e4-0-woman-bowing-medium-light-skin-tone', 'character': '🙇🏼\u200d♀️'}, {'slug': 'e4-0-woman-bowing-medium-skin-tone', 'character': '🙇🏽\u200d♀️'}, {'slug': 'e4-0-woman-bowing-medium-dark-skin-tone', 'character': '🙇🏾\u200d♀️'}, {'slug': 'e4-0-woman-bowing-dark-skin-tone', 'character': '🙇🏿\u200d♀️'}]"
e3-0-person-facepalming,🤦,E3.0 person facepalming,1F926,people-body,person-gesture,"[{'slug': 'e3-0-person-facepalming-light-skin-tone', 'character': '🤦🏻'}, {'slug': 'e3-0-person-facepalming-medium-light-skin-tone', 'character': '🤦🏼'}, {'slug': 'e3-0-person-facepalming-medium-skin-tone', 'character': '🤦🏽'}, {'slug': 'e3-0-person-facepalming-medium-dark-skin-tone', 'character': '🤦🏾'}, {'slug': 'e3-0-person-facepalming-dark-skin-tone', 'character': '🤦🏿'}, {'slug': 'e4-0-man-facepalming', 'character': '🤦\u200d♂️'}, {'slug': 'e4-0-man-facepalming-light-skin-tone', 'character': '🤦🏻\u200d♂️'}, {'slug': 'e4-0-man-facepalming-medium-light-skin-tone', 'character': '🤦🏼\u200d♂️'}, {'slug': 'e4-0-man-facepalming-medium-skin-tone', 'character': '🤦🏽\u200d♂️'}, {'slug': 'e4-0-man-facepalming-medium-dark-skin-tone', 'character': '🤦🏾\u200d♂️'}, {'slug': 'e4-0-man-facepalming-dark-skin-tone', 'character': '🤦🏿\u200d♂️'}, {'slug': 'e4-0-woman-facepalming', 'character': '🤦\u200d♀️'}, {'slug': 'e4-0-woman-facepalming-light-skin-tone', 'character': '🤦🏻\u200d♀️'}, {'slug': 'e4-0-woman-facepalming-medium-light-skin-tone', 'character': '🤦🏼\u200d♀️'}, {'slug': 'e4-0-woman-facepalming-medium-skin-tone', 'character': '🤦🏽\u200d♀️'}, {'slug': 'e4-0-woman-facepalming-medium-dark-skin-tone', 'character': '🤦🏾\u200d♀️'}, {'slug': 'e4-0-woman-facepalming-dark-skin-tone', 'character': '🤦🏿\u200d♀️'}]"
e3-0-person-shrugging,🤷,E3.0 person shrugging,1F937,people-body,person-gesture,"[{'slug': 'e3-0-person-shrugging-light-skin-tone', 'character': '🤷🏻'}, {'slug': 'e3-0-person-shrugging-medium-light-skin-tone', 'character': '🤷🏼'}, {'slug': 'e3-0-person-shrugging-medium-skin-tone', 'character': '🤷🏽'}, {'slug': 'e3-0-person-shrugging-medium-dark-skin-tone', 'character': '🤷🏾'}, {'slug': 'e3-0-person-shrugging-dark-skin-tone', 'character': '🤷🏿'}, {'slug': 'e4-0-man-shrugging', 'character': '🤷\u200d♂️'}, {'slug': 'e4-0-man-shrugging-light-skin-tone', 'character': '🤷🏻\u200d♂️'}, {'slug': 'e4-0-man-shrugging-medium-light-skin-tone', 'character': '🤷🏼\u200d♂️'}, {'slug': 'e4-0-man-shrugging-medium-skin-tone', 'character': '🤷🏽\u200d♂️'}, {'slug': 'e4-0-man-shrugging-medium-dark-skin-tone', 'character': '🤷🏾\u200d♂️'}, {'slug': 'e4-0-man-shrugging-dark-skin-tone', 'character': '🤷🏿\u200d♂️'}, {'slug': 'e4-0-woman-shrugging', 'character': '🤷\u200d♀️'}, {'slug': 'e4-0-woman-shrugging-light-skin-tone', 'character': '🤷🏻\u200d♀️'}, {'slug': 'e4-0-woman-shrugging-medium-light-skin-tone', 'character': '🤷🏼\u200d♀️'}, {'slug': 'e4-0-woman-shrugging-medium-skin-tone', 'character': '🤷🏽\u200d♀️'}, {'slug': 'e4-0-woman-shrugging-medium-dark-skin-tone', 'character': '🤷🏾\u200d♀️'}, {'slug': 'e4-0-woman-shrugging-dark-skin-tone', 'character': '🤷🏿\u200d♀️'}]"
e12-1-health-worker,🧑‍⚕️,E12.1 health worker,1F9D1 200D 2695 FE0F,people-body,person-role,
e4-0-man-health-worker,👨‍⚕️,E4.0 man health worker,1F468 200D 2695 FE0F,people-body,person-role,
e4-0-woman-health-worker,👩‍⚕️,E4.0 woman health worker,1F469 200D 2695 FE0F,people-body,person-role,
e12-1-student,🧑‍🎓,E12.1 student,1F9D1 200D 1F393,people-body,person-role,
e4-0-man-student,👨‍🎓,E4.0 man student,1F468 200D 1F393,people-body,person-role,
e4-0-woman-student,👩‍🎓,E4.0 woman student,1F469 200D 1F393,people-body,person-role,
e12-1-teacher,🧑‍🏫,E12.1 teacher,1F9D1 200D 1F3EB,people-body,person-role,
e4-0-man-teacher,👨‍🏫,E4.0 man teacher,1F468 200D 1F3EB,people-body,person-role,
e4-0-woman-teacher,👩‍🏫,E4.0 woman teacher,1F469 200D 1F3EB,people-body,person-role,
e12-1-judge,🧑‍⚖️,E12.1 judge,1F9D1 200D 2696 FE0F,people-body,person-role,
e4-0-man-judge,👨‍⚖️,E4.0 man judge,1F468 200D 2696 FE0F,people-body,person-role,
e4-0-woman-judge,👩‍⚖️,E4.0 woman judge,1F469 200D 2696 FE0F,people-body,person-role,
e12-1-farmer,🧑‍🌾,E12.1 farmer,1F9D1 200D 1F33E,people-body,person-role,
e4-0-man-farmer,👨‍🌾,E4.0 man farmer,1F468 200D 1F33E,people-body,person-role,
e4-0-woman-farmer,👩‍🌾,E4.0 woman farmer,1F469 200D 1F33E,people-body,person-role,
e12-1-cook,🧑‍🍳,E12.1 cook,1F9D1 200D 1F373,people-body,person-role,
e4-0-man-cook,👨‍🍳,E4.0 man cook,1F468 200D 1F373,people-body,person-role,
e4-0-woman-cook,👩‍🍳,E4.0 woman cook,1F469 200D 1F373,people-body,person-role,
e12-1-mechanic,🧑‍🔧,E12.1 mechanic,1F9D1 200D 1F527,people-body,person-role,
e4-0-man-mechanic,👨‍🔧,E4.0 man mechanic,1F468 200D 1F527,people-body,person-role,
e4-0-woman-mechanic,👩‍🔧,E4.0 woman mechanic,1F469 200D 1F527,people-body,person-role,
e12-1-factory-worker,🧑‍🏭,E12.1 factory worker,1F9D1 200D 1F3ED,people-body,person-role,
e4-0-man-factory-worker,👨‍🏭,E4.0 man factory worker,1F468 200D 1F3ED,people-body,person-role,
e4-0-woman-factory-worker,👩‍🏭,E4.0 woman factory worker,1F469 200D 1F3ED,people-body,person-role,
e12-1-office-worker,🧑‍💼,E12.1 office worker,1F9D1 200D 1F4BC,people-body,person-role,
e4-0-man-office-worker,👨‍💼,E4.0 man office worker,1F468 200D 1F4BC,people-body,person-role,
e4-0-woman-office-worker,👩‍💼,E4.0 woman office worker,1F469 200D 1F4BC,people-body,person-role,
e12-1-scientist,🧑‍🔬,E12.1 scientist,1F9D1 200D 1F52C,people-body,person-role,
e4-0-man-scientist,👨‍🔬,E4.0 man scientist,1F468 200D 1F52C,people-body,person-role,
e4-0-woman-scientist,👩‍🔬,E4.0 woman scientist,1F469 200D 1F52C,people-body,person-role,
e12-1-technologist,🧑‍💻,E12.1 technologist,1F9D1 200D 1F4BB,people-body,person-role,
e4-0-man-technologist,👨‍💻,E4.0 man technologist,1F468 200D 1F4BB,people-body,person-role,
e4-0-woman-technologist,👩‍💻,E4.0 woman technologist,1F469 200D 1F4BB,people-body,person-role,
e12-1-singer,🧑‍🎤,E12.1 singer,1F9D1 200D 1F3A4,people-body,person-role,
e4-0-man-singer,👨‍🎤,E4.0 man singer,1F468 200D 1F3A4,people-body,person-role,
e4-0-woman-singer,👩‍🎤,E4.0 woman singer,1F469 200D 1F3A4,people-body,person-role,
e12-1-artist,🧑‍🎨,E12.1 artist,1F9D1 200D 1F3A8,people-body,person-role,
e4-0-man-artist,👨‍🎨,E4.0 man artist,1F468 200D 1F3A8,people-body,person-role,
e4-0-woman-artist,👩‍🎨,E4.0 woman artist,1F469 200D 1F3A8,people-body,person-role,
e12-1-pilot,🧑‍✈️,E12.1 pilot,1F9D1 200D 2708 FE0F,people-body,person-role,
e4-0-man-pilot,👨‍✈️,E4.0 man pilot,1F468 200D 2708 FE0F,people-body,person-role,
e4-0-woman-pilot,👩‍✈️,E4.0 woman pilot,1F469 200D 2708 FE0F,people-body,person-role,
e12-1-astronaut,🧑‍🚀,E12.1 astronaut,1F9D1 200D 1F680,people-body,person-role,
e4-0-man-astronaut,👨‍🚀,E4.0 man astronaut,1F468 200D 1F680,people-body,person-role,
e4-0-woman-astronaut,👩‍🚀,E4.0 woman astronaut,1F469 200D 1F680,people-body,person-role,
e12-1-firefighter,🧑‍🚒,E12.1 firefighter,1F9D1 200D 1F692,people-body,person-role,
e4-0-man-firefighter,👨‍🚒,E4.0 man firefighter,1F468 200D 1F692,people-body,person-role,
e4-0-woman-firefighter,👩‍🚒,E4.0 woman firefighter,1F469 200D 1F692,people-body,person-role,
e0-6-police-officer,👮,E0.6 police officer,1F46E,people-body,person-role,"[{'slug': 'e1-0-police-officer-light-skin-tone', 'character': '👮🏻'}, {'slug': 'e1-0-police-officer-medium-light-skin-tone', 'character': '👮🏼'}, {'slug': 'e1-0-police-officer-medium-skin-tone', 'character': '👮🏽'}, {'slug': 'e1-0-police-officer-medium-dark-skin-tone', 'character': '👮🏾'}, {'slug': 'e1-0-police-officer-dark-skin-tone', 'character': '👮🏿'}, {'slug': 'e4-0-man-police-officer', 'character': '👮\u200d♂️'}, {'slug': 'e4-0-man-police-officer-light-skin-tone', 'character': '👮🏻\u200d♂️'}, {'slug': 'e4-0-man-police-officer-medium-light-skin-tone', 'character': '👮🏼\u200d♂️'}, {'slug': 'e4-0-man-police-officer-medium-skin-tone', 'character': '👮🏽\u200d♂️'}, {'slug': 'e4-0-man-police-officer-medium-dark-skin-tone', 'character': '👮🏾\u200d♂️'}, {'slug': 'e4-0-man-police-officer-dark-skin-tone', 'character': '👮🏿\u200d♂️'}, {'slug': 'e4-0-woman-police-officer', 'character': '👮\u200d♀️'}, {'slug': 'e4-0-woman-police-officer-light-skin-tone', 'character': '👮🏻\u200d♀️'}, {'slug': 'e4-0-woman-police-officer-medium-light-skin-tone', 'character': '👮🏼\u200d♀️'}, {'slug': 'e4-0-woman-police-officer-medium-skin-tone', 'character': '👮🏽\u200d♀️'}, {'slug': 'e4-0-woman-police-officer-medium-dark-skin-tone', 'character': '👮🏾\u200d♀️'}, {'slug': 'e4-0-woman-police-officer-dark-skin-tone', 'character': '👮🏿\u200d♀️'}]"
e0-7-detective,🕵️,E0.7 detective,1F575 FE0F,people-body,person-role,
e2-0-detective-light-skin-tone,🕵🏻,E2.0 detective: light skin tone,1F575 1F3FB,people-body,person-role,
e2-0-detective-medium-light-skin-tone,🕵🏼,E2.0 detective: medium-light skin tone,1F575 1F3FC,people-body,person-role,
e2-0-detective-medium-skin-tone,🕵🏽,E2.0 detective: medium skin tone,1F575 1F3FD,people-body,person-role,
e2-0-detective-medium-dark-skin-tone,🕵🏾,E2.0 detective: medium-dark skin tone,1F575 1F3FE,people-body,person-role,
e2-0-detective-dark-skin-tone,🕵🏿,E2.0 detective: dark skin tone,1F575 1F3FF,people-body,person-role,
e4-0-man-detective,🕵️‍♂️,E4.0 man detective,1F575 FE0F 200D 2642 FE0F,people-body,person-role,
e4-0-man-detective-light-skin-tone,🕵🏻‍♂️,E4.0 man detective: light skin tone,1F575 1F3FB 200D 2642 FE0F,people-body,person-role,
e4-0-man-detective-medium-light-skin-tone,🕵🏼‍♂️,E4.0 man detective: medium-light skin tone,1F575 1F3FC 200D 2642 FE0F,people-body,person-role,
e4-0-man-detective-medium-skin-tone,🕵🏽‍♂️,E4.0 man detective: medium skin tone,1F575 1F3FD 200D 2642 FE0F,people-body,person-role,
e4-0-man-detective-medium-dark-skin-tone,🕵🏾‍♂️,E4.0 man detective: medium-dark skin tone,1F575 1F3FE 200D 2642 FE0F,people-body,person-role,
e4-0-man-detective-dark-skin-tone,🕵🏿‍♂️,E4.0 man detective: dark skin tone,1F575 1F3FF 200D 2642 FE0F,people-body,person-role,
e4-0-woman-detective,🕵️‍♀️,E4.0 woman detective,1F575 FE0F 200D 2640 FE0F,people-body,person-role,
e4-0-woman-detective-light-skin-tone,🕵🏻‍♀️,E4.0 woman detective: light skin tone,1F575 1F3FB 200D 2640 FE0F,people-body,person-role,
e4-0-woman-detective-medium-light-skin-tone,🕵🏼‍♀️,E4.0 woman detective: medium-light skin tone,1F575 1F3FC 200D 2640 FE0F,people-body,person-role,
e4-0-woman-detective-medium-skin-tone,🕵🏽‍♀️,E4.0 woman detective: medium skin tone,1F575 1F3FD 200D 2640 FE0F,people-body,person-role,
