slug,character,unicodeName,codePoint,group,subGroup,variants,description
e0-6-keycap-7,7️⃣,E0.6 keycap: 7,0037 FE0F 20E3,symbols,keycap,,keycap: 7
e0-6-keycap-8,8️⃣,E0.6 keycap: 8,0038 FE0F 20E3,symbols,keycap,,keycap: 8
e0-6-keycap-9,9️⃣,E0.6 keycap: 9,0039 FE0F 20E3,symbols,keycap,,keycap: 9
e0-6-keycap-10,🔟,E0.6 keycap: 10,1F51F,symbols,keycap,,keycap: 10
e0-6-input-latin-uppercase,🔠,E0.6 input latin uppercase,1F520,symbols,alphanum,,input latin uppercase
e0-6-input-latin-lowercase,🔡,E0.6 input latin lowercase,1F521,symbols,alphanum,,input latin lowercase
e0-6-input-numbers,🔢,E0.6 input numbers,1F522,symbols,alphanum,,input numbers
e0-6-input-symbols,🔣,E0.6 input symbols,1F523,symbols,alphanum,,input symbols
e0-6-input-latin-letters,🔤,E0.6 input latin letters,1F524,symbols,alphanum,,input latin letters
e0-6-a-button-blood-type,🅰️,E0.6 A button (blood type),1F170 FE0F,symbols,alphanum,,A button (blood type)
e0-6-ab-button-blood-type,🆎,E0.6 AB button (blood type),1F18E,symbols,alphanum,,AB button (blood type)
e0-6-b-button-blood-type,🅱️,E0.6 B button (blood type),1F171 FE0F,symbols,alphanum,,B button (blood type)
e0-6-cl-button,🆑,E0.6 CL button,1F191,symbols,alphanum,,CL button
e0-6-cool-button,🆒,E0.6 COOL button,1F192,symbols,alphanum,,COOL button
e0-6-free-button,🆓,E0.6 FREE button,1F193,symbols,alphanum,,FREE button
e0-6-information,ℹ️,E0.6 information,2139 FE0F,symbols,alphanum,,information
e0-6-id-button,🆔,E0.6 ID button,1F194,symbols,alphanum,,ID button
e0-6-circled-m,Ⓜ️,E0.6 circled M,24C2 FE0F,symbols,alphanum,,circled M
e0-6-new-button,🆕,E0.6 NEW button,1F195,symbols,alphanum,,NEW button
e0-6-ng-button,🆖,E0.6 NG button,1F196,symbols,alphanum,,NG button
e0-6-o-button-blood-type,🅾️,E0.6 O button (blood type),1F17E FE0F,symbols,alphanum,,O button (blood type)
e0-6-ok-button,🆗,E0.6 OK button,1F197,symbols,alphanum,,OK button
e0-6-p-button,🅿️,E0.6 P button,1F17F FE0F,symbols,alphanum,,P button
e0-6-sos-button,🆘,E0.6 SOS button,1F198,symbols,alphanum,,SOS button
e0-6-up-button,🆙,E0.6 UP! button,1F199,symbols,alphanum,,UP! button
e0-6-vs-button,🆚,E0.6 VS button,1F19A,symbols,alphanum,,VS button
e0-6-japanese-here-button,🈁,E0.6 Japanese “here” button,1F201,symbols,alphanum,,Japanese “here” button
e0-6-japanese-service-charge-button,🈂️,E0.6 Japanese “service charge” button,1F202 FE0F,symbols,alphanum,,Japanese “service charge” button
e0-6-japanese-monthly-amount-button,🈷️,E0.6 Japanese “monthly amount” button,1F237 FE0F,symbols,alphanum,,Japanese “monthly amount” button
e0-6-japanese-not-free-of-charge-button,🈶,E0.6 Japanese “not free of charge” button,1F236,symbols,alphanum,,Japanese “not free of charge” button
e0-6-japanese-reserved-button,🈯,E0.6 Japanese “reserved” button,1F22F,symbols,alphanum,,Japanese “reserved” button
e0-6-japanese-bargain-button,🉐,E0.6 Japanese “bargain” button,1F250,symbols,alphanum,,Japanese “bargain” button
e0-6-japanese-discount-button,🈹,E0.6 Japanese “discount” button,1F239,symbols,alphanum,,Japanese “discount” button
e0-6-japanese-free-of-charge-button,🈚,E0.6 Japanese “free of charge” button,1F21A,symbols,alphanum,,Japanese “free of charge” button
e0-6-japanese-prohibited-button,🈲,E0.6 Japanese “prohibited” button,1F232,symbols,alphanum,,Japanese “prohibited” button
e0-6-japanese-acceptable-button,🉑,E0.6 Japanese “acceptable” button,1F251,symbols,alphanum,,Japanese “acceptable” button
e0-6-japanese-application-button,🈸,E0.6 Japanese “application” button,1F238,symbols,alphanum,,Japanese “application” button
e0-6-japanese-passing-grade-button,🈴,E0.6 Japanese “passing grade” button,1F234,symbols,alphanum,,Japanese “passing grade” button
e0-6-japanese-vacancy-button,🈳,E0.6 Japanese “vacancy” button,1F233,symbols,alphanum,,Japanese “vacancy” button
e0-6-japanese-congratulations-button,㊗️,E0.6 Japanese “congratulations” button,3297 FE0F,symbols,alphanum,,Japanese “congratulations” button
e0-6-japanese-secret-button,㊙️,E0.6 Japanese “secret” button,3299 FE0F,symbols,alphanum,,Japanese “secret” button
e0-6-japanese-open-for-business-button,🈺,E0.6 Japanese “open for business” button,1F23A,symbols,alphanum,,Japanese “open for business” button
e0-6-japanese-no-vacancy-button,🈵,E0.6 Japanese “no vacancy” button,1F235,symbols,alphanum,,Japanese “no vacancy” button
e0-6-red-circle,🔴,E0.6 red circle,1F534,symbols,geometric,,red circle
e12-0-orange-circle,🟠,E12.0 orange circle,1F7E0,symbols,geometric,,orange circle
e12-0-yellow-circle,🟡,E12.0 yellow circle,1F7E1,symbols,geometric,,yellow circle
e12-0-green-circle,🟢,E12.0 green circle,1F7E2,symbols,geometric,,green circle
e0-6-blue-circle,🔵,E0.6 blue circle,1F535,symbols,geometric,,blue circle
e12-0-purple-circle,🟣,E12.0 purple circle,1F7E3,symbols,geometric,,purple circle
e12-0-brown-circle,🟤,E12.0 brown circle,1F7E4,symbols,geometric,,brown circle
e0-6-black-circle,⚫,E0.6 black circle,26AB,symbols,geometric,,black circle
e0-6-white-circle,⚪,E0.6 white circle,26AA,symbols,geometric,,white circle
e12-0-red-square,🟥,E12.0 red square,1F7E5,symbols,geometric,,red square
e12-0-orange-square,🟧,E12.0 orange square,1F7E7,symbols,geometric,,orange square
e12-0-yellow-square,🟨,E12.0 yellow square,1F7E8,symbols,geometric,,yellow square
e12-0-green-square,🟩,E12.0 green square,1F7E9,symbols,geometric,,green square
e12-0-blue-square,🟦,E12.0 blue square,1F7E6,symbols,geometric,,blue square
e12-0-purple-square,🟪,E12.0 purple square,1F7EA,symbols,geometric,,purple square
e12-0-brown-square,🟫,E12.0 brown square,1F7EB,symbols,geometric,,brown square
e0-6-black-large-square,⬛,E0.6 black large square,2B1B,symbols,geometric,,black large square
e0-6-white-large-square,⬜,E0.6 white large square,2B1C,symbols,geometric,,white large square
e0-6-black-medium-square,◼️,E0.6 black medium square,25FC FE0F,symbols,geometric,,black medium square
e0-6-white-medium-square,◻️,E0.6 white medium square,25FB FE0F,symbols,geometric,,white medium square
e0-6-black-medium-small-square,◾,E0.6 black medium-small square,25FE,symbols,geometric,,black medium-small square
e0-6-white-medium-small-square,◽,E0.6 white medium-small square,25FD,symbols,geometric,,white medium-small square
e0-6-black-small-square,▪️,E0.6 black small square,25AA FE0F,symbols,geometric,,black small square
e0-6-white-small-square,▫️,E0.6 white small square,25AB FE0F,symbols,geometric,,white small square
e0-6-large-orange-diamond,🔶,E0.6 large orange diamond,1F536,symbols,geometric,,large orange diamond
e0-6-large-blue-diamond,🔷,E0.6 large blue diamond,1F537,symbols,geometric,,large blue diamond
e0-6-small-orange-diamond,🔸,E0.6 small orange diamond,1F538,symbols,geometric,,small orange diamond
e0-6-small-blue-diamond,🔹,E0.6 small blue diamond,1F539,symbols,geometric,,small blue diamond
e0-6-red-triangle-pointed-up,🔺,E0.6 red triangle pointed up,1F53A,symbols,geometric,,red triangle pointed up
e0-6-red-triangle-pointed-down,🔻,E0.6 red triangle pointed down,1F53B,symbols,geometric,,red triangle pointed down
e0-6-diamond-with-a-dot,💠,E0.6 diamond with a dot,1F4A0,symbols,geometric,,diamond with a dot
e0-6-radio-button,🔘,E0.6 radio button,1F518,symbols,geometric,,radio button
e0-6-white-square-button,🔳,E0.6 white square button,1F533,symbols,geometric,,white square button
e0-6-black-square-button,🔲,E0.6 black square button,1F532,symbols,geometric,,black square button
e0-6-chequered-flag,🏁,E0.6 chequered flag,1F3C1,flags,flag,,chequered flag
e0-6-triangular-flag,🚩,E0.6 triangular flag,1F6A9,flags,flag,,triangular flag
e0-6-crossed-flags,🎌,E0.6 crossed flags,1F38C,flags,flag,,crossed flags
e1-0-black-flag,🏴,E1.0 black flag,1F3F4,flags,flag,"[{'slug': 'e5-0-flag-scotland', 'character': '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f'}, {'slug': 'e5-0-flag-wales', 'character': '🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f'}]",black flag
e0-7-white-flag,🏳️,E0.7 white flag,1F3F3 FE0F,flags,flag,,white flag
e4-0-rainbow-flag,🏳️‍🌈,E4.0 rainbow flag,1F3F3 FE0F 200D 1F308,flags,flag,,rainbow flag
e13-0-transgender-flag,🏳️‍⚧️,E13.0 transgender flag,1F3F3 FE0F 200D 26A7 FE0F,flags,flag,,transgender flag
e11-0-pirate-flag,🏴‍☠️,E11.0 pirate flag,1F3F4 200D 2620 FE0F,flags,flag,,pirate flag
e2-0-flag-ascension-island,🇦🇨,E2.0 flag: Ascension Island,1F1E6 1F1E8,flags,country-flag,,flag: Ascension Island
e2-0-flag-andorra,🇦🇩,E2.0 flag: Andorra,1F1E6 1F1E9,flags,country-flag,,flag: Andorra
e2-0-flag-united-arab-emirates,🇦🇪,E2.0 flag: United Arab Emirates,1F1E6 1F1EA,flags,country-flag,,flag: United Arab Emirates
e2-0-flag-afghanistan,🇦🇫,E2.0 flag: Afghanistan,1F1E6 1F1EB,flags,country-flag,,flag: Afghanistan
e2-0-flag-antigua-barbuda,🇦🇬,E2.0 flag: Antigua & Barbuda,1F1E6 1F1EC,flags,country-flag,,flag: Antigua & Barbuda
e2-0-flag-anguilla,🇦🇮,E2.0 flag: Anguilla,1F1E6 1F1EE,flags,country-flag,,flag: Anguilla
e2-0-flag-albania,🇦🇱,E2.0 flag: Albania,1F1E6 1F1F1,flags,country-flag,,flag: Albania
e2-0-flag-armenia,🇦🇲,E2.0 flag: Armenia,1F1E6 1F1F2,flags,country-flag,,flag: Armenia
e2-0-flag-angola,🇦🇴,E2.0 flag: Angola,1F1E6 1F1F4,flags,country-flag,,flag: Angola
e2-0-flag-antarctica,🇦🇶,E2.0 flag: Antarctica,1F1E6 1F1F6,flags,country-flag,,flag: Antarctica
e2-0-flag-argentina,🇦🇷,E2.0 flag: Argentina,1F1E6 1F1F7,flags,country-flag,,flag: Argentina
e2-0-flag-american-samoa,🇦🇸,E2.0 flag: American Samoa,1F1E6 1F1F8,flags,country-flag,,flag: American Samoa
e2-0-flag-austria,🇦🇹,E2.0 flag: Austria,1F1E6 1F1F9,flags,country-flag,,flag: Austria
e2-0-flag-australia,🇦🇺,E2.0 flag: Australia,1F1E6 1F1FA,flags,country-flag,,flag: Australia
e2-0-flag-aruba,🇦🇼,E2.0 flag: Aruba,1F1E6 1F1FC,flags,country-flag,,flag: Aruba
e2-0-flag-aland-islands,🇦🇽,E2.0 flag: Åland Islands,1F1E6 1F1FD,flags,country-flag,,flag: Åland Islands
e2-0-flag-azerbaijan,🇦🇿,E2.0 flag: Azerbaijan,1F1E6 1F1FF,flags,country-flag,,flag: Azerbaijan
e2-0-flag-bosnia-herzegovina,🇧🇦,E2.0 flag: Bosnia & Herzegovina,1F1E7 1F1E6,flags,country-flag,,flag: Bosnia & Herzegovina
e2-0-flag-barbados,🇧🇧,E2.0 flag: Barbados,1F1E7 1F1E7,flags,country-flag,,flag: Barbados
e2-0-flag-bangladesh,🇧🇩,E2.0 flag: Bangladesh,1F1E7 1F1E9,flags,country-flag,,flag: Bangladesh
e2-0-flag-belgium,🇧🇪,E2.0 flag: Belgium,1F1E7 1F1EA,flags,country-flag,,flag: Belgium
e2-0-flag-burkina-faso,🇧🇫,E2.0 flag: Burkina Faso,1F1E7 1F1EB,flags,country-flag,,flag: Burkina Faso
e2-0-flag-bulgaria,🇧🇬,E2.0 flag: Bulgaria,1F1E7 1F1EC,flags,country-flag,,flag: Bulgaria
e2-0-flag-bahrain,🇧🇭,E2.0 flag: Bahrain,1F1E7 1F1ED,flags,country-flag,,flag: Bahrain
e2-0-flag-burundi,🇧🇮,E2.0 flag: Burundi,1F1E7 1F1EE,flags,country-flag,,flag: Burundi
e2-0-flag-benin,🇧🇯,E2.0 flag: Benin,1F1E7 1F1EF,flags,country-flag,,flag: Benin
e2-0-flag-st-barthelemy,🇧🇱,E2.0 flag: St. Barthélemy,1F1E7 1F1F1,flags,country-flag,,flag: St. Barthélemy
e2-0-flag-bermuda,🇧🇲,E2.0 flag: Bermuda,1F1E7 1F1F2,flags,country-flag,,flag: Bermuda
e2-0-flag-brunei,🇧🇳,E2.0 flag: Brunei,1F1E7 1F1F3,flags,country-flag,,flag: Brunei
e2-0-flag-bolivia,🇧🇴,E2.0 flag: Bolivia,1F1E7 1F1F4,flags,country-flag,,flag: Bolivia
e2-0-flag-caribbean-netherlands,🇧🇶,E2.0 flag: Caribbean Netherlands,1F1E7 1F1F6,flags,country-flag,,flag: Caribbean Netherlands
e2-0-flag-brazil,🇧🇷,E2.0 flag: Brazil,1F1E7 1F1F7,flags,country-flag,,flag: Brazil
e2-0-flag-bahamas,🇧🇸,E2.0 flag: Bahamas,1F1E7 1F1F8,flags,country-flag,,flag: Bahamas
e2-0-flag-bhutan,🇧🇹,E2.0 flag: Bhutan,1F1E7 1F1F9,flags,country-flag,,flag: Bhutan
e2-0-flag-bouvet-island,🇧🇻,E2.0 flag: Bouvet Island,1F1E7 1F1FB,flags,country-flag,,flag: Bouvet Island
e2-0-flag-botswana,🇧🇼,E2.0 flag: Botswana,1F1E7 1F1FC,flags,country-flag,,flag: Botswana
e2-0-flag-belarus,🇧🇾,E2.0 flag: Belarus,1F1E7 1F1FE,flags,country-flag,,flag: Belarus
e2-0-flag-belize,🇧🇿,E2.0 flag: Belize,1F1E7 1F1FF,flags,country-flag,,flag: Belize
e2-0-flag-canada,🇨🇦,E2.0 flag: Canada,1F1E8 1F1E6,flags,country-flag,,flag: Canada
e2-0-flag-cocos-keeling-islands,🇨🇨,E2.0 flag: Cocos (Keeling) Islands,1F1E8 1F1E8,flags,country-flag,,flag: Cocos (Keeling) Islands
e2-0-flag-congo-kinshasa,🇨🇩,E2.0 flag: Congo - Kinshasa,1F1E8 1F1E9,flags,country-flag,,flag: Congo - Kinshasa
e2-0-flag-central-african-republic,🇨🇫,E2.0 flag: Central African Republic,1F1E8 1F1EB,flags,country-flag,,flag: Central African Republic
e2-0-flag-congo-brazzaville,🇨🇬,E2.0 flag: Congo - Brazzaville,1F1E8 1F1EC,flags,country-flag,,flag: Congo - Brazzaville
e2-0-flag-switzerland,🇨🇭,E2.0 flag: Switzerland,1F1E8 1F1ED,flags,country-flag,,flag: Switzerland
e2-0-flag-cote-d-ivoire,🇨🇮,E2.0 flag: Côte d’Ivoire,1F1E8 1F1EE,flags,country-flag,,flag: Côte d’Ivoire
e2-0-flag-cook-islands,🇨🇰,E2.0 flag: Cook Islands,1F1E8 1F1F0,flags,country-flag,,flag: Cook Islands
e2-0-flag-chile,🇨🇱,E2.0 flag: Chile,1F1E8 1F1F1,flags,country-flag,,flag: Chile
e2-0-flag-cameroon,🇨🇲,E2.0 flag: Cameroon,1F1E8 1F1F2,flags,country-flag,,flag: Cameroon
e0-6-flag-china,🇨🇳,E0.6 flag: China,1F1E8 1F1F3,flags,country-flag,,flag: China
e2-0-flag-colombia,🇨🇴,E2.0 flag: Colombia,1F1E8 1F1F4,flags,country-flag,,flag: Colombia
e2-0-flag-clipperton-island,🇨🇵,E2.0 flag: Clipperton Island,1F1E8 1F1F5,flags,country-flag,,flag: Clipperton Island
e2-0-flag-costa-rica,🇨🇷,E2.0 flag: Costa Rica,1F1E8 1F1F7,flags,country-flag,,flag: Costa Rica
e2-0-flag-cuba,🇨🇺,E2.0 flag: Cuba,1F1E8 1F1FA,flags,country-flag,,flag: Cuba
e2-0-flag-cape-verde,🇨🇻,E2.0 flag: Cape Verde,1F1E8 1F1FB,flags,country-flag,,flag: Cape Verde
e2-0-flag-curacao,🇨🇼,E2.0 flag: Curaçao,1F1E8 1F1FC,flags,country-flag,,flag: Curaçao
e2-0-flag-christmas-island,🇨🇽,E2.0 flag: Christmas Island,1F1E8 1F1FD,flags,country-flag,,flag: Christmas Island
e2-0-flag-cyprus,🇨🇾,E2.0 flag: Cyprus,1F1E8 1F1FE,flags,country-flag,,flag: Cyprus
e2-0-flag-czechia,🇨🇿,E2.0 flag: Czechia,1F1E8 1F1FF,flags,country-flag,,flag: Czechia
e0-6-flag-germany,🇩🇪,E0.6 flag: Germany,1F1E9 1F1EA,flags,country-flag,,flag: Germany
e2-0-flag-diego-garcia,🇩🇬,E2.0 flag: Diego Garcia,1F1E9 1F1EC,flags,country-flag,,flag: Diego Garcia
e2-0-flag-djibouti,🇩🇯,E2.0 flag: Djibouti,1F1E9 1F1EF,flags,country-flag,,flag: Djibouti
e2-0-flag-denmark,🇩🇰,E2.0 flag: Denmark,1F1E9 1F1F0,flags,country-flag,,flag: Denmark
e2-0-flag-dominica,🇩🇲,E2.0 flag: Dominica,1F1E9 1F1F2,flags,country-flag,,flag: Dominica
e2-0-flag-dominican-republic,🇩🇴,E2.0 flag: Dominican Republic,1F1E9 1F1F4,flags,country-flag,,flag: Dominican Republic
e2-0-flag-algeria,🇩🇿,E2.0 flag: Algeria,1F1E9 1F1FF,flags,country-flag,,flag: Algeria
e2-0-flag-ceuta-melilla,🇪🇦,E2.0 flag: Ceuta & Melilla,1F1EA 1F1E6,flags,country-flag,,flag: Ceuta & Melilla
e2-0-flag-ecuador,🇪🇨,E2.0 flag: Ecuador,1F1EA 1F1E8,flags,country-flag,,flag: Ecuador
e2-0-flag-estonia,🇪🇪,E2.0 flag: Estonia,1F1EA 1F1EA,flags,country-flag,,flag: Estonia
e2-0-flag-egypt,🇪🇬,E2.0 flag: Egypt,1F1EA 1F1EC,flags,country-flag,,flag: Egypt
e2-0-flag-western-sahara,🇪🇭,E2.0 flag: Western Sahara,1F1EA 1F1ED,flags,country-flag,,flag: Western Sahara
e2-0-flag-eritrea,🇪🇷,E2.0 flag: Eritrea,1F1EA 1F1F7,flags,country-flag,,flag: Eritrea
e0-6-flag-spain,🇪🇸,E0.6 flag: Spain,1F1EA 1F1F8,flags,country-flag,,flag: Spain
e2-0-flag-ethiopia,🇪🇹,E2.0 flag: Ethiopia,1F1EA 1F1F9,flags,country-flag,,flag: Ethiopia
e2-0-flag-european-union,🇪🇺,E2.0 flag: European Union,1F1EA 1F1FA,flags,country-flag,,flag: European Union
e2-0-flag-finland,🇫🇮,E2.0 flag: Finland,1F1EB 1F1EE,flags,country-flag,,flag: Finland
e2-0-flag-fiji,🇫🇯,E2.0 flag: Fiji,1F1EB 1F1EF,flags,country-flag,,flag: Fiji
e2-0-flag-falkland-islands,🇫🇰,E2.0 flag: Falkland Islands,1F1EB 1F1F0,flags,country-flag,,flag: Falkland Islands
e2-0-flag-micronesia,🇫🇲,E2.0 flag: Micronesia,1F1EB 1F1F2,flags,country-flag,,flag: Micronesia
e2-0-flag-faroe-islands,🇫🇴,E2.0 flag: Faroe Islands,1F1EB 1F1F4,flags,country-flag,,flag: Faroe Islands
e0-6-flag-france,🇫🇷,E0.6 flag: France,1F1EB 1F1F7,flags,country-flag,,flag: France
e2-0-flag-gabon,🇬🇦,E2.0 flag: Gabon,1F1EC 1F1E6,flags,country-flag,,flag: Gabon
e0-6-flag-united-kingdom,🇬🇧,E0.6 flag: United Kingdom,1F1EC 1F1E7,flags,country-flag,,flag: United Kingdom
e2-0-flag-grenada,🇬🇩,E2.0 flag: Grenada,1F1EC 1F1E9,flags,country-flag,,flag: Grenada
e2-0-flag-georgia,🇬🇪,E2.0 flag: Georgia,1F1EC 1F1EA,flags,country-flag,,flag: Georgia
e2-0-flag-french-guiana,🇬🇫,E2.0 flag: French Guiana,1F1EC 1F1EB,flags,country-flag,,flag: French Guiana
e2-0-flag-guernsey,🇬🇬,E2.0 flag: Guernsey,1F1EC 1F1EC,flags,country-flag,,flag: Guernsey
e2-0-flag-ghana,🇬🇭,E2.0 flag: Ghana,1F1EC 1F1ED,flags,country-flag,,flag: Ghana
e2-0-flag-gibraltar,🇬🇮,E2.0 flag: Gibraltar,1F1EC 1F1EE,flags,country-flag,,flag: Gibraltar
e2-0-flag-greenland,🇬🇱,E2.0 flag: Greenland,1F1EC 1F1F1,flags,country-flag,,flag: Greenland
